id,code,message,screen_name
861266615043846145,63,User has been suspended.,__queenbadu
894310621768024064,63,User has been suspended.,igba_lode
80410341,63,User has been suspended.,LaamOfficial
210484245,63,User has been suspended.,j0vintage
3866916273,63,User has been suspended.,ketelelelelen
4726722694,63,User has been suspended.,_baefoundation
1108687745952763905,63,User has been suspended.,koosodes
848236952834985984,63,User has been suspended.,Youre_InvitedTV
819287527,63,User has been suspended.,naturalfstyle
1056249156078108672,63,User has been suspended.,CarpeOficialYT
57256184,63,User has been suspended.,vichogronchero
1249609730995126273,63,User has been suspended.,EricDrula
925660564331814913,63,User has been suspended.,aarifnawaz28
1072521720274264069,63,User has been suspended.,lovstxry
1067357137708429312,63,User has been suspended.,Sonusinhabjp
67342188,63,User has been suspended.,CobbTV2
839204934302253056,63,User has been suspended.,MWhiteDrums
1240785246238527490,63,User has been suspended.,fiveAMlight_
250978616,63,User has been suspended.,rcharles9344
3142971960,63,User has been suspended.,daeguvk
1246032448330309633,63,User has been suspended.,PonDeVibez
1015192203235397632,63,User has been suspended.,AquiPalancia
333114742,63,User has been suspended.,page1media
206539562,63,User has been suspended.,UKHotties
207392081,63,User has been suspended.,yasaigohan
84010913,63,User has been suspended.,FerozAbbasi_
220393906,63,User has been suspended.,rosslohan
752029974333386752,63,User has been suspended.,stikeleza
2233298641,63,User has been suspended.,gaypornsky
863273908484657152,63,User has been suspended.,Mad4SRK_BOL
905374613101658113,63,User has been suspended.,Gurugram4BJP
4635784996,63,User has been suspended.,Perccmusic1
1015432436,63,User has been suspended.,LSaggaf
3472747216,63,User has been suspended.,jemadibra
830259725728104448,63,User has been suspended.,Kevin_Ksk9
821622870715592706,63,User has been suspended.,Humas_polDairi
305253270,63,User has been suspended.,jaygarcia118
1208248714457804800,63,User has been suspended.,AbdulHa67297056
1108282931892682753,63,User has been suspended.,netflixtripp
1151291166857531393,63,User has been suspended.,honeyfuckingbae
38884862,63,User has been suspended.,RAWG3
889946555012313089,63,User has been suspended.,Codigo_Prensa
1390466082,63,User has been suspended.,Risingsun_off
864576709345128450,63,User has been suspended.,ZinniaWealth
951805340,63,User has been suspended.,GNB_CmdoAereo
1203744860097921024,63,User has been suspended.,dukesandwich
761410251207827456,63,User has been suspended.,DCHomosIntern
902257016726478849,63,User has been suspended.,Mrap1008Com
814850926678777856,63,User has been suspended.,bts_pk_official
2501389811,63,User has been suspended.,obaofcanada
828171502101078016,63,User has been suspended.,Mostafa_Elogail
