screen_name,score
StephenBright,0.9378
vjl2,0.4027
PRproBE,0.2808
newshindustan2,0.0882
Barraportal1,0.1996
LightRaildeals,0.1197
508gloryFelix,0.9834
JenniferD8133,0.8322
ResisterChic,0.9472
BagdMilkSoWhat,0.8790
CMariebrazelton,0.0211
9f3hf03n_n4r930,0.0091
47News_ru,0.9934
EvolucionDiario,0.1020
iplwrap,0.0049
newszweb,0.8573
Infobierzo,0.6505
RealEstatePaper,0.1920
IndianTechPlace,0.9359
lanoticia1,0.2051
zktube1,0.9701
DrWaldoAyurveda,0.1717
seacreaturemama,0.9973
WestmonsterUK,0.2889
news_ravenna,0.0719
akuratco,0.0768
portalsertaopb,0.0008
BudGothmog44,0.5712
hblwebb,0.5717
Prakash45020330,0.0217
republic,0.0111
cyber_troops110,0.0275
fkeverycountry,Error
drfahrettinkoca,0.7212
afpfr,0.9900
dainichi_co_jp,0.7814
kelly2277,1.0000
TirtoID,0.0091
valoreconomico,0.0089
BrandBuffet,0.0493
SPRiNGNEWS_TH,0.0149
Thairath_News,0.0315
DiarioLaPrensa,0.0403
PDKMom,0.9729
MailSport,0.0599
smc429,0.9962
CJ_isnowblue,0.9949
nytchinese,0.5189
bbchausa,0.4114
EnriqueAlfaroR,0.0211
JohnWest_JAWS,0.9785
yoti4423yoti,0.0838
NiusDiario,0.0972
MadWorldNews,0.0096
BoycottUtah,0.3444
realdebfarmer,0.9117
MontyBoa99,0.8568
detikHealth,0.8315
SadieMaeTN,0.9769
ilfoglio_it,0.2080
Ojo_Publico,0.8104
rmol_id,0.0974
ReutersJapan,0.9173
Rassxas,0.0600
InfosFrancaises,0.5888
XHespanol,0.5943
FafaFalun,0.0654
astecu_jp,0.8591
elpaisuy,0.4436
tctelevision,0.3877
AlertasCOVID19,0.0015
WerkSemiotik,0.9471
el_telegrafo,0.2872
CraigCo62,0.2818
ArtsInnovator,0.3168
DailySabah,0.9738
mybreesze,0.1009
BrenSumner,0.9414
Articulo66Nica,0.0432
BBCHindi,0.0360
Worldkn48935502,0.3535
DiarioExtraEc,0.0062
MBOKSR_MAGA,0.9995
elindepcom,0.8824
diarioojo,0.0327
honeygirl1978,0.9940
Aerolineas_AR,0.4990
T_ARTS_PRETTY,0.6325
maperezpirela,0.0191
shossy2,0.2925
TeamNews24,0.3106
dad_darius,0.3104
basementvegan,0.9545
rluizhoffmann,0.7015
solusnan1,0.9719
politicturk,0.4895
Cdanslair,0.9975
WMN4SRVL,0.2951
HitachiKaihin,0.8515
laprensa,0.0414
cronicaglobal,0.0133
asiaonecom,0.4938
VivaAudreyV1,0.9891
divayoshiko,0.9913
OposisiCerdas,0.0547
LesNews,0.2956
EmranBarry,0.0053
SuNoticiero,0.0570
elperiodico,0.2047
rmol_id,0.0974
RobRobbEdwards,0.9159
CapitalMX_,0.9772
Harry1838,0.3521
grupoeldeber,0.3800
pagina_siete,0.1561
SerendipiaData,0.0413
punjabkesari,0.0129
Seglahson,0.8327
euronewses,0.2511
fmtoday,0.5798
ReportsDaNews,0.1604
DaveKelley6,0.9963
GobChimalhuacan,0.5103
IslandGirlPRV,0.5831
GonzaloCastillo,0.1093
aletihadae,0.0018
bankaku_yukari,0.3943
blitarlantas,0.0133
LeChatNoire4,0.0064
heuteshow,0.2527
Jrlvr88,0.7913
ShotsRangOut,0.9903
haluanmalaysia,0.0003
Americanist4u,0.9979
dailyworldpk,0.3775
CGArcheta_,0.4831
ahval_tr,0.0407
SinarOnline,0.0004
HowyofWI,0.9311
NDtitulares,0.0211
ElifAybigee,0.7115
drramadoss,0.3397
ElFinancieroTv,0.2102
martysalo,0.9976
GAMBA_CL,0.6482
BNPB_Indonesia,0.0003
ElDoce,0.2894
lizzardo7,0.9485
detikfinance,0.0093
KCAddison68,0.9621
RobertCooper58,0.4443
nakkheeranweb,0.7544
zonacero,0.0460
levante_emv,0.1332
KhaosodOnline,0.0471
AnnFrost3,0.4660
Tarida_Indah,0.0223
Freedom29003758,0.1797
bSM2TC2coIKWrlM,0.6198
correio24horas,0.0032
SICNoticias,0.0000
ToscaAusten,0.9993
JohnnyBlkshrt,0.9973
allanjohnsonmn1,0.8418
public_rex,0.9988
ecuadorenvivo,0.3815
BPJSTKinfo,0.0003
olhardigital,0.0044
marchsmn,0.0047
thewebbix,0.9987
DenbrotS,0.9705
tateyoko_jp,0.6557
AnusornOfficial,0.1528
evoespueblo,0.1001
Jelop777,0.9995
PapooTx,0.8313
QueenBertRoyal,0.4626
ClaudiaMolinaB,0.0625
MtnMD,0.8646
AIIAmericanGirI,0.6194
tvi24pt,0.0003
PaoloLuraschi,0.0361
VoiceOfNations7,0.9631
AsianetNewsSN,0.0147
foxtroopervet,Error
cwebbonline,0.9842
prichan_PR,0.9173
MAGA2ARIGHTS,0.9995
elcomerciodigit,0.2464
meneame_net,0.3825
Blueprint_ng,0.5392
loushsh,0.3921
AndrewKnight226,0.8861
SallyDeal4,0.9950
cynthiakiker,0.9985
BobRmhenry1,0.8241
freddyatton,0.9410
CamdenWatch,0.4781
Phylter52,0.9759
Intrepid_2011,0.3741
FortuneMagazine,0.7186
Gestionpe,0.9697
officematsunaga,0.1278
TNTSportsAR,0.4912
Animals1st,0.9962
DemInRedOK,0.9281
SuperesportesMG,0.0029
amaricord,0.2692
Sjladuke75Susan,0.9790
voaindonesia,0.0285
segnanti,0.8796
NOS,0.3317
ClareWHarris,0.6617
NiusDiario,0.0746
MobBossTrump,0.9984
cgtnenespanol,0.1808
Viefelsworld,0.0138
jenny_weyler,0.8150
bbcafrique,0.9956
ola_coola,0.6344
coronav47062349,0.9118
IDLEFREEGuy,0.8947
CrazyMomma007,0.7736
IrishTimesWorld,0.6468
BKNgoid,0.0028
lalibrebe,0.5628
edogawa_city,0.2114
MaryRWilliams4,0.9701
ReciteSocial,0.2585
baixotu,0.5517
MattiaAlexand,0.8782
TanvirA80714326,0.0327
JohnValJohn3,0.8344
IYohansyah,0.0175
PeacockRandall,0.9992
HANjehee,0.6055
dataraninggil,0.1859
AngelMabel19761,0.6294
ZangerLiberia,0.9712
zunderwhelmed,0.2869
lowrad57,0.4200
WerkSemiotik,0.9471
totilee,Error
VoiceOfAustria,0.9955
InfosFrancaises,0.5888
smp0312,0.4984
Gelson_ggc1,0.0661
Elizabeth1994br,0.0024
Catheri76130871,0.8512
Poohintraining,0.8474
HendroZed04,0.0159
RobLennon10,0.6874
PongkyBagas,0.0033
TheStephenRalph,0.9047
apptrumptracker,0.9313
Anirudh1969,0.5435
StakanSpb,Error
FozzieBear88,0.4538
JoeTheChristia1,0.9760
elindepcom,0.8750
fiditenominem,0.5637
laprensa,0.0414
SinarOnline,0.0005
COPE,0.2041
bilgihazn,0.9863
codebluenews,0.3053
Lindl18,0.5624
JohnWDawkins,0.9419
amarilis439,0.9105
Pabanrimpolres1,0.0245
Carolyny1948,0.9011
Joledeng6,0.6151
1404Stj,0.0422
tokwan_jeli,0.0007
BMLewis2,0.7242
PaulDRamone,0.7019
dtxtc13,0.7823
MarionBurr5,0.9977
BosseMdigi,0.9533
Alysadhani33,0.1614
bright8694,0.1388
accident,0.9996
WHSCI,0.4986
LeChatNoire4,0.0033
VPITV,0.0594
ShelKel2,0.0352
LafizzyD,0.2961
Rich_893,0.0050
caribbeannewsuk,0.9293
Mustantos4,0.0006
AvigalLuna,0.3997
kateneuropsych,0.9996
The_Nabster,0.6057
SandyMcInturff1,0.2666
Think2_Smart,0.0019
ColohoMall,0.0385
Goatys_News,0.0657
covid19bot6,0.8610
Tamaralynn212,0.9995
nanelvisfan,Error
FoodAndWineDiva,0.9874
WestergrenJon,0.9915
MettlesomeTeri,0.9969
mrsstarr2011,0.5170
PostBoro,Error
carolyn_from,0.2849
teufel_martin,0.0834
VCatillon,0.9155
Gabriel4026,0.7986
POspinareyes,0.9964
Empnew,0.5395
jpb1467,0.8814
ContagionTrack,0.9780
fbcooper1,0.9853
anneL5694,0.1487
jlq529,0.9881
BeverlyFolkers,0.6315
NE0091,0.9173
Vmbritsch,0.0737
RTVi,0.0354
irisstylosa,0.9999
sporeMOH,0.0035
shinmama_shien,0.0107
jayadani22,0.0046
BairdWildLife,0.9083
CHHolte,0.9646
kbptindonesia,0.0135
Melekh_tzippor,0.5829
buzzplus_news,0.1232
curiocat13,0.9562
delabrooke,Error
ohara_polly,Error
JimWard85525975,Error
Gail16248770,0.9995
JimWard85525975,Error
salud_mgp,0.4118
Teddifish,0.9900
purwoto_sugeng,0.8614
1feralkat,0.9192
SxN5JUCIjFMT3P9,0.6447
DNewtonC,0.9942
channelstv,0.9491
Tomynyo,0.7425
CyndiW100,0.9966
genevieveisgg,1.0000
Johns2013M,0.0210
CardinalIda,0.7251
MrNoelV,0.4051
Francis50441920,1.0000
bluefox072,0.8961
TXLADY7061,0.9999
veronicava7771,0.9800
SassyNeveragain,0.9725
MaryRWilliams4,0.9701
BobSmith4152,0.8766
CamdenWatch,0.4781
ap_o_mp2,0.0027
weter_bet,0.9983
RACZPATT,0.8544
KemingY,0.0007
kdivies1,0.9547
EarlinaZH,0.0431
rodolfoziberna,0.0443
HR_DESPERTAR_76,0.8867
CdTx35,0.9686
hidenaka1971,0.9941
just_old_joe,0.9734
Cahyo35102616,0.9880
TruthTellingNow,0.1161
hannahblue3,0.2229
NanParreno,0.5326
nanelvisfan,Error
AndMalaysia,0.9823
WegeSusanne,0.9337
AFPespanol,0.4184
JillHal08164323,0.9894
ysteev,0.5875
endinwell,0.9938
kapibaradesu,0.4188
kienyke,0.0560
Aadhaar_Care,0.1022
SusanKBradford,0.9996
MillonaryRecord,0.9997
PSukmanto,0.2666
MrFin,0.9862
Robert34074063,0.9732
GuntaraJoni,0.0123
GlassHalfFull57,0.9958
Rana30880525,0.0561
Maria88732620,0.9840
borajinmu1,0.0883
JoeKingNow,0.0218
donkeyman909,0.9881
MaryFabulous3,0.3976
EuEthnic,0.9832
waikikigigi,0.9999
Archivist1000,0.9393
AlbertoRodNews,0.0973
WonderWoman934,0.9915
TravelWithMOW,0.9974
laurielew1966,0.5950
lunarface2,0.1742
Seetyo,0.3211
DestructiveSoc1,0.2849
Lisa31030403,0.6883
Lorie09784403,0.6162
KathiInCali,0.9752
WINDI18334702,0.2092
LeonardHougham,0.5655
McneJames,0.7335
carol_33410,0.3904
KXecutioner,0.5023
honestcitizen8,0.2047
CalameDiana,0.8658
KatwalBibika,0.9985
MiKuehm,0.4117
EricSerra11,0.9995
Kraymer5,0.1774
rickyvaes,0.8806
SadieMaeTN,0.9769
CNNIndonesia,0.0263
VirginiaLoughn1,0.9870
ronysamosir3,0.7023
thetrainline,0.0268
UptownMartha,0.0389
ZaxBeez,0.9841
HoCUpdates,0.8928
reginaw50361,0.9993
sakitamanotarou,0.2915
JeanNix7,0.3090
foreaders,0.8248
HabgoodSean,0.9966
SueLMH17,0.2060
GatoTunche,0.9948
ThugLifeSocial,0.9028
dkaytherockstar,0.9998
CHHolte,0.9646
boerenverstand2,0.9995
MaitreMDLS,0.9521
syX58GaA8J7gRYu,0.9173
delfinocrc,0.0597
PagkalinawanL,0.9766
summa_isme,0.4336
lzapp16,0.8274
salud_yucatan,0.4930
Jannico71,0.9998
FaBPaule,0.9837
RealMadDadMAGA,0.0480
oscarje35881589,0.1921
pameladubsky49,0.4284
RudeFulk,0.9307
ResisterDude,0.1801
francklyspoken,0.7399
ClubSpeaks,0.9265
sterlingC69,1.0000
ajgmarques,0.7114
VonnieCalland,1.0000
winduristiputra,0.0037
Ram161269,Error
Mehdi50310022,0.7255
donale1,0.0433
mindylee26,0.9418
zar63436257,0.5545
PAPPY_F4U,0.9972
ARMANDO73749852,0.1011
kate_lynch96,0.4275
Welshsprout,0.6758
GiftedEfixi,0.0624
csibike1,0.9939
LiGrausman,0.9642
Jacq4Peace,0.8828
HurricaneEve81,0.1332
NewsAutocorrect,0.9229
traveler002,0.9987
lizmoblubuckeye,0.9575
EsoOrc,0.0935
SetengahWibu,0.0064
lunaperla,0.9059
LindaMarkss,0.0852
dimbiddy,0.9996
Tav_assoli,0.9978
sunshinek67,0.2691
frogfull,0.2355
hwatt,0.9449
ericahenriquezo,0.9372
Chandra74035183,0.9088
cubafan_d,0.5201
GGthinking,0.9983
nbkdsm2,0.9913
QueenG719,0.6978
OctoberFerguson,0.7904
Imdragonman420,0.9711
joeStef56,0.4989
Redskin_girlnm,0.9527
AceHoffman,0.7105
rojas_sindulfo,0.9971
j2dumfounded,0.7699
HolgerReuter3,0.0393
Jasonsmumr,0.1493
jaideepSTOI,0.0808
baliekluiver,0.9982
hipchique,0.8440
CovidbotPeru,0.0040
Sandyk5251,0.5118
AprilGreen93,0.9945
Pablo94352843,0.5517
DawgMother,0.9651
Helen504,0.8825
WitmerCarl,0.9584
ChristineRap74,0.1629
saeni_sukri,0.0506
Helen504,0.8825
BlueWave215,0.5448
cantcu,0.9294
Arctic__char,0.9222
KeiokeioKenai,0.4931
C19WorldStats,0.0502
RonKorkut,0.9943
islalola22,0.0883
chrisg409ubc,0.8440
Mike36078854,0.6152
WwLuxx,0.9936
LokadataID,0.1496
suekhi,0.6770
support_dem,0.9974
RaeSnape,0.5843
lstrollo,0.2718
ersanaufal3,0.0747
PublicacoesR,0.0793
JuanRod93116202,0.9689
queenymom,0.8067
siztahresistah,0.9910
ScotiaColpatria,0.3421
boreyouoh,0.3933
aasambo01,0.0002
WinkProgress,0.9781
meow2438,0.9887
ninibop3,0.8794
S4moeD,0.0069
chestnut_daniel,0.9980
dobreva_jivka,0.6624
PhilbertTz,0.2411
ScreamngEagle,0.9996
Tikasetyaa,0.1722
FreezePeach5,0.9936
giorgio_tw,0.0152
kevinsteinley,0.0433
CNBCnow,0.0258
8ueBd6tf29iYRpZ,0.0589
Revolucion3_0,0.2009
numer344,0.9643
VPITV,0.0502
cnbcindonesia,0.0879
_VicenteSerrano,0.8179
TReporta,0.0276
small1ldy1,0.9816
gotti_okaka,0.2543
Radio_Formula,0.0387
millardayo,0.0136
TheLeadCNN,0.4510
Kalaignarnews,0.4772
ToscaAusten,0.9978
RCR750,0.7649
cheryllausch,0.9642
elmostrador,0.1040
globovision,0.1068
navjivanindia,0.0286
CJ_isnowblue,0.9949
jperyim,0.5193
estadoisrael,0.7674
yenisafak,0.3991
UAE_Forsan,0.0123
LimaNewsWeek,0.5917
progressivepush,0.9304
ContagionTrack,0.9780
lercionotizie,0.0646
minutounocom,0.2935
ianirut_,0.0818
rtl1025,0.8989
fanpage,0.4174
Penguin_Indy,0.0160
itsreallyalexb,0.9190
jornalextra,0.0005
pmnewsnigeria,0.7568
LaNacionPy,0.1935
56blackcat,0.8889
DivHumas_Polri,0.0133
ps9714,0.3221
nyanseg,0.0245
cryborg,0.9978
prensa_libre,0.0572
BlueSea1964,0.0820
PuestoLoco,0.9993
NH_India,0.2055
telegraaf,0.6761
meaw8588,0.1469
CMILANOTICIA,0.1631
LimaNoticia,0.2545
mrikelme,0.0489
ktnewsonline,0.0172
Medscape,0.6965
peter4buckley,0.9993
nicaraguainvest,0.0298
BFJMedical,0.5333
sdr_medco,0.9909
AlvarezHashi,0.8429
RodneyClaeys,0.9317
HarryPotterMAGE,0.8397
FlashDigital_es,0.6202
YifatRoth,0.7445
noticiAmerica,0.7996
DLasAmericas,0.2293
Sandinin,Error
AMXNoticias,0.0077
ABMINM1,0.0675
DiarioOle,0.3759
antaranews,0.0040
BagdMilkSoWhat,0.9895
inforbx,Error
delfinocrc,0.0597
teleiguana,0.7079
UnoNoticias,0.0146
ecuadorenvivo,0.3401
kral23161,0.1137
cinhabernet,0.9669
RFERL,0.0953
oracion_milagro,0.1710
calciomercato_m,0.1086
DemocracyStorm,0.7618
angie_keathly,0.9357
brutjapan,0.9037
HoyMismoTSI,0.0382
MedicVet68,0.9150
juriobolude,0.0416
ItsJustJill,1.0000
pesterplarson3,0.1732
kichintokitchen,0.9173
Writer_Tsubaki,0.9667
KontanNews,0.0059
Las2Orillas,0.9707
noticias_tvperu,0.1220
BEVHOWARD40,0.0021
JapenKelantan,0.0003
2001OnLine,0.0391
neXtquotidiano,0.5109
xeunoticias,0.0690
AyuwokiHee,0.9139
merdekadotcom,0.0057
solhaberportali,0.7107
de_rt_com,0.0238
LazyWorkz,0.3680
DemocracyNowEs,0.0674
TeamNews24,0.3106
JatimPemprov,0.0134
Einzelfallinfos,0.0076
Katpa73,0.9989
kuroyodomi,0.3024
unavailable_jp,0.9962
MunicipioOaxaca,0.4736
gercekgundem,0.1461
GillesKLEIN,0.9911
bigleaguepol,0.9980
gumboqueen3030,0.1721
Napneung326,0.9239
catalannews,0.4436
EnterateCali,0.4260
tucsonrosie2001,0.9952
ForsanHindi,0.0003
newsphh,0.6125
Shi4Tech,0.7568
JdeQuebec,0.9411
izvestia_ru,0.2952
ncdn_negocios,0.6371
glaucolobofilho,0.1064
publictvnews,0.0661
DunyaNews,0.0095
RojoRurba002,0.9965
jacknielsenN7,0.8474
Sollizz_ZDH,0.0002
Tachiyomi_TM,0.8900
Nice_Matin,0.6822
LeGlobe_info,0.9705
RedSkullxxx,0.0187
helderbarbalho,0.0013
santec_k,0.8725
iche_me,0.0311
CRI_Turkish,0.9022
rnz_news,0.8724
Gob_Puebla,0.1746
gpichikawa,0.8989
rsmale,0.1536
BlaguesDessins,0.1319
SbastienMlires1,0.1841
johnny_queer,0.6379
pintor_bot,0.0474
okezonenews,0.0803
noticiaaldia,0.0837
Divya_Bhaskar,0.0138
Publimetrope,0.1778
ObservadorUY,0.0214
briantopping66,0.9998
pttvmovies,0.0965
AshishPraksah,0.8462
Lusa_noticias,0.2261
DiarioContraste,0.0068
CheerUp51086043,0.9975
PeriodicoZocalo,0.1567
the_ins_ru,0.9283
Cronistacom,0.5469
RamirezMiguel64,0.8021
Unionradionet,0.0921
tambonic,0.1608
healthcare_tan,0.1175
jcp_cc,0.7622
Dama_Cristal,0.5530
Caretas,0.1118
oneindiaHindi,0.0009
vicemincom,0.1227
bright8694,0.7657
K_Thomas_Ross,0.9108
elimparcialcom,0.6375
Rickster_75,0.9944
jtd_gameon12,0.9989
IAHULAOFICIAL,0.5488
ZDDK_,0.9643
discovshaanxi,0.4652
designboom,0.6053
O_Strunz,0.9964
C2riIzUjSjnxhUX,0.3438
SharonOates2,0.9846
jurylady5,0.6257
varun18vijay,0.9522
s9tmt,0.9957
pmrnabawan,0.0001
GodessofChaos71,0.9998
viralvm69,0.0799
njmike731,0.2148
Joni_Looking,0.9787
tati_vict,0.2811
Teram323Tere,0.6662
SandraDunn1955,0.8839
courageousgirl2,0.9866
2021Freedom1776,0.9978
MarthaLynneOwe1,0.6863
YarosisNancy,0.9746
Tanis42,0.4617
LLLwry,0.8395
Vanessa75998849,0.9432
heather63262308,0.9943
esme_hornbeam,0.9308
debsomewhere,0.6245
Maypo30530604,0.2870
FrackHazReveal,0.2626
zen4ever2us,0.9037
Aprylsmithts,0.2575
ProtectingTerra,0.9961
cheezwitham,0.9824
Lesleygsmith3,0.6491
LoreyJeanene,0.6551
UkSophism,0.6315
bethlevin,0.9199
cagney1991,0.5124
garyonwater,0.2542
sar_oso,0.9873
pal29b,0.9938
C2_ShiningC,0.9953
wildwillow65,0.9869
rk70534,0.7857
abramson1234,0.1845
FirstWish42,0.0224
asmith702,0.9771
chickilopiccolo,0.9996
tdzwilewski,0.3825
MonicaRivpin,0.9556
Montpellier21,0.8241
RemoveGOPNow,0.9319
sharonmwinner,0.9818
rhiles2760,0.9889
CarolLei4,0.9254
bane_baldy,0.9990
kak089,0.9892
RosieM1919,0.3229
TheStephenRalph,0.9866
Vox_Democracy,0.6868
carlyinNJ,0.9433
stanspak,0.9891
MrBill_Resists,0.9968
stshinn,0.9140
SharonJWright1,0.7074
persistentpengn,0.9598
RosemarieBrown3,0.5494
jkaynet,0.9832
wismiss3,0.2997
UPROAR23,0.9611
heidiEC5,0.9998
cindyceemerson,Error
everyhumanknows,0.9794
awelab1956,0.9729
betseybess,0.7898
washumom,0.4331
phendricks71,0.7190
JSeulement2019,0.4126
MemeBurk,0.8510
LaneZane1,Error
shirleymcbrinn,Error
WeAreWakanda_,0.9375
AliAdair22,0.9964
Atencio1Ron,Error
karla_handley,Error
kimshurtleff,0.9311
1jasliz,0.9996
justjo2,0.8110
ParryPierce,0.9931
TheFabledAesop,0.9979
oscura56,0.6719
dgendvil,0.6261
ANCHORSEND1,0.7143
AntonioOsorioG8,0.8644
j_sutherland2,0.9761
WoodwardWoodw11,0.5661
MuRuRi79,0.6417
lulu82824,0.9867
ArgusC,0.9823
29Sinclair,0.9566
smp0312,0.3737
tamicheA1,0.8168
LilyEPloski,0.8300
slkpca,0.9988
RobertGEdge,0.9574
peace1,0.4920
arena51,0.3979
ABrooksdeVita,0.1522
EveraldoMota,0.0090
equi_noctis,0.9997
TheUnicorn999,0.1321
Bonnievee2017,0.0107
mary_swilling,0.0462
dancindoti,0.9935
cmcc1975,0.9593
HughJaeger,0.9939
88SEATTLE61,Error
carrybeyond,0.9667
thinkkimthink,0.0107
DidiFrench,0.9930
MaryKeithBare1,0.5809
neighbour_kx,0.9994
lscain3834,0.9993
flajeffreyt,0.7540
46mingo,0.0038
kristiwelshies,0.1813
Pissed_Woman,0.4127
kateneuropsych,0.9998
CarleneGarriso6,0.9656
LouLachat,0.9612
amandajs11,0.7837
SChristy16,0.4262
shareitarie10,0.9771
johnny_queer,0.4928
coastalmom11,0.9960
JamanbhaiKanta8,0.3763
wenny2581,0.0003
vjf6122,0.6962
tdAZ12,0.8001
leocullen4,0.8202
ICNTOAN,0.9959
RiskAlert,0.9961
roberttorres117,0.2377
lalauraru777,0.9106
drdoodlie1994,0.8826
mcassara143,0.9382
CraigLiddell58,0.6312
woods353,0.6628
Siadasha,0.5136
BrommePamela,0.9870
Suzee5335,0.8348
LateBloomer111,0.0292
EmersonFan1,0.8510
bethsinniresist,0.9874
typo_cat,0.8785
CynicalVision50,0.9400
SHWALD,0.1149
NickKave,0.2666
judirayner,0.7183
monicasloves,0.3447
YvetteJacqR,0.9160
FunInMia,0.2127
gurpreet2sarao,0.0374
MarciaBunney,0.9984
larryfd,0.9853
BiznezNuna,0.9700
sdbees1953,0.8507
HaldankarRavi,Error
MonicaLogallmon,0.6880
Juanjua70046967,0.9216
MJResister,0.6850
AudreyGarden,0.8297
WhirledCitizen_,0.9574
sasyecat,0.5199
rvsharma2008,0.0007
allymrowe,0.7933
debrob1947,0.2639
JWVegas1,0.9690
GrandmaShark18,0.9420
YorkLawLondon,0.9922
saltycomment,0.9863
CorlessHanson,0.9691
phyllissharp54,Error
StunnedVoter,0.8304
LJR1626,0.9960
LittleRed623,0.9854
WeEntered,0.9642
Cinianwidger1,0.0782
ltanner70,0.0449
kheatherbrown,0.9999
monkeyface__,0.9988
KaraRosencrans,0.9290
pjlacasse22,0.9975
HelloKarma2021,0.9981
daretothink53,0.4875
midUSAmom,0.1908
txmattie,0.9883
Louie2Ann,0.3825
SafariSara,0.9939
sumitgurjarP,0.0001
Vaw511,0.1436
Twinsfan811,0.7098
sunterra1014,0.9393
cliffhangerCA,0.9991
mattremains,0.5054
haldankarSudeep,Error
LGSoderlund1,0.1604
InsdataInter,0.6019
Innrdreams,0.9953
purrmonsta,0.9945
jimmyofflagstaf,0.9495
LidstonePeter,0.1602
Resist__Fascist,0.3093
runPattirun,0.9985
MeloniaSherban,0.9773
Mr_ReadingTown,0.9999
EileenDiana,0.9850
SuzanneinLGB,0.7291
Irene48,1.0000
nort_lights,0.6564
gaj724,0.9962
shossy2,0.2925
JackiN503,0.1184
jengrimes8,0.4496
airrewa,0.0012
miamidecor,0.9696
sprbrighting,0.9584
Reneami50020561,0.8769
DawnRoseTurner,0.8297
Awarding_Women,0.9602
OdoyleCharlotte,0.4993
JadeJensen29,0.7860
DLP75902038,0.9993
ManikandaRaj94,0.0304
lindarich48,0.9934
bigbear5822,0.9537
chriswadeevans,0.9233
CassOMalley1,0.9977
rychemom,0.7954
LorraineJDion,0.9870
IJS03422635,0.9909
sakshamsonu,0.4935
gemandmoll,0.9805
R_Shankar_Gowda,0.2682
boandsunny,0.3361
ckkoch3,0.8061
rjaviervasquez,0.9811
TeriRobins2,0.9349
cliveboyce77,0.1351
drfarmertx,0.9460
Frances86878358,0.5649
SoBeCharly,0.4166
cindycrum,0.0975
diannemando,0.8973
chill_canada,0.3149
Gordon1000,0.8874
Roadwarrior29,0.7183
Bagas36406270,0.7787
JoWilso99859694,0.2121
DaleKanzler,0.9987
EUtopean,0.8881
Speed_Peete,0.4607
patrickmajor56,0.2473
GailWaldby,0.1828
kdw_8437,0.9661
toyawong3838,0.0680
HalseyJane,0.9596
EDreamsagain,0.2163
MaddieBarry8,0.9041
realdebfarmer,0.9117
content1949,0.4055
brightlight46,0.8167
nomoreslaves,0.9387
SandraJNowakow1,0.9890
barbcast60,0.9934
klingensmith_j,0.8237
Sylvaners,0.9994
KennaStevens1,0.9433
TheRascal2010,0.3059
CindyLo47473437,0.1217
jymbudd,0.9304
RubberD01,0.9972
ljall00,0.9600
ottovanz,0.3876
srmicksims,0.6948
lsamabad992211,0.0245
SnickOld,Error
DeidreEversull,0.9999
Melinda62909033,0.9817
SunnyDays024,0.6957
matan307,0.7649
anarchon1701D,0.3876
501China,0.9993
RerihAlex,0.9943
Leticia17922167,0.9927
PUSKARNEGI4,0.8345
Seamuskitty,0.9819
CathleenKucz,0.9556
bengin1003,0.1562
BoundarySeeker,0.9022
vainsovain,0.9973
BUBEEEEE,0.1745
raphaelha67,0.9926
WahidMuhamad3,0.0029
Rezamossavi,0.7083
1finekitty,0.6736
JoanPennnative,0.9841
Hooplaoly,0.7509
Pjw20161951,0.9999
AviFlyGirl,0.9027
annetteashley61,0.9528
OneiranN,0.1894
sandcastle114,0.9997
pattykvilla,0.6311
jerbon57,0.3620
insonifier,0.4376
hermitme1,0.4647
erniefay,0.9931
McnellisWilliam,0.8086
z_chrissie,0.9999
nasty_woman2,0.3815
akhetaton11,0.4135
DrDinD,0.5310
galeon_willy,0.0215
celticlas,0.9976
tamiguitar,0.8184
lachic288,0.4116
SirVantes137,0.9924
jtkstc,0.9605
MoistureVapor8r,0.9980
jdf754,0.9312
LJMDemforever,0.4065
SHShookmaster,0.0365
MarionStrstrk,0.0207
juanvg53,0.0597
underground556,0.6332
jeromethegnome,0.9833
nancy_westberg,0.7969
trublutsu,0.9276
coxad1449,0.4949
Gwendolyn679,0.7781
ihabfawzi1,0.0008
StockScout1,0.2677
Miguel280482,0.8804
mdjacksondallas,0.9825
PeruNewsAlerta,0.2968
EconBedoya,0.0682
STabbytosavit,0.8924
meNabster,0.3319
PunkinDyer,0.9959
Karrasamelia5,0.6181
lowrad57,0.5821
rockfarmer444,0.8279
Ladeegem01,0.7034
beverlynichols,0.6529
eyemagistus,0.9886
inabster,0.9854
dharmasena2020,0.4092
janrobinjackson,0.6545
bresla_linda,0.4580
FinnVanWilder,0.9400
upursbetty,0.6808
BeamaBeorg,0.9994
philnurenberg,0.8135
BlueTsunami20,0.8841
rgwiese,0.7631
govindakumar381,0.0007
PattyLehner,0.7846
rcrockett,0.9737
Life_Sciences_,0.5646
piras_zia,0.9866
KingNormies,Error
granny_st,0.4722
MarcVegan,0.2301
JWin802,0.2275
ValkyrieArmed,0.0000
PMRDaerahJeli,0.0003
gnwayland,0.9954
evolv67,0.9745
MetroPulseUSA,0.9980
StanKaba,0.9552
Billyrisner2,0.9739
TooRuben,0.7359
Libertygranny,0.6699
LopezLovinLife,0.7100
angry_gammy,0.9970
elvislver56,0.9994
BradBeauregardJ,0.9944
barbaraward235,0.5675
proudnana_3,0.9882
eyeofthegoddess,0.9110
queenandkings_,0.0016
SallehZamzuri,0.0003
Janis454,0.9574
ShellHuch,0.7902
Jeannie_Hartley,0.0107
