userid,user_screen_name
476567835,jacks97514404
2313281475,marisamartx
79086218,Suzanne24864073
28480958,firetruckmama
1116403658126581760,chasna50
898290175821983744,SoulTripN
138083221,SKilsch
331413961,Richard25972121
938581352533905408,VanSulli
2895565085,FelixToupie2
3637358115,LeetyWallie
253842262,DannaRuscha
1068349964000980997,NassSharif
1166473962844512259,soyheatherdawn
1272962970637787137,OohDonnyBoy
1001526745110114304,BestToCome_
472120972,lapsed_liberal
377013645,tokenmuse
1216213723406307328,catherinemurp11
1266509077724741635,PIANORAMA
1277748827211128832,Promise34203291
1318337088865988609,refracted_i
1216739401,BettyLe60527300
1186365604497969152,kheatherbrown
452539737,RicardoCohnMD
1179034654294196226,lebalori
17719592,U_ME_US_WE_2017
1257239211079393283,gregmendozave
552342881,nelke47
1343403295033987072,ErmaHamilton882
885957619919200256,ndromedan
244335032,4256Apple
1275621949826379776,Debbie_G_ma
1250610093294575617,FlorHumanidad
1301560721281515520,samphireisland
267863967,cwairey
260347851,Rachael1776
2227722763,akaraman208
1068267865151815680,Jedi4Justice
1014682560,2020Smiles
1245691453499748352,cpr40
142310223,Maria58118983
4781566404,Marie28880819
1245543183364157440,FranceskiBarnes
978542486896300032,garden_nome1
38456071,chronos2002
1326277741256249347,TruePatriot58
30146450,William95147321
325079754,ludicluddite
924811577743863808,lyonspride121
1059353244,mirelagandia
867385553628672000,SherrysBowen
575431551,AudaciousPundit
2277338033,uncjay1
21926129,Thamizhan74
926603843001028610,AliceAl89041699
1260291453973983232,gotoprism
492293692,DMRHerbs
241343443,Jimlong26
1080480662027685890,Sherry77045029
1358535923072385024,Avv_Nike
25300825,Red_Pill_Led
552725069,primapaulinad
863361660,Guylys333
1244917688759091200,biswadeepdatta
16079641,themainkatie
1067016732756385792,HRivera72964164
2707632522,SoonThomas74
3686457075,sparklesco
4362647958,marcsandov
3475353317,Banjomarla
320664099,losemarrp
802311215066345472,peter_deighan
1402261075249315849,Paquita_337
4711076616,islandgirlmt
823537901799612417,AAAALLLRIGHTYT1
1332437324970532865,DanjeeHeals
787071797539864577,Alejand54333328
58579473,woodspring2012
117846015,ELIANANAUPAY
3826370843,CarolaJojo
1137797617,TsicsafPelosi
955254072168165376,AwakeRubes
700350529,WarpOperation
1325662508397424641,rose99495118
2573260759,CjfRiley
1684533162,always_told
1042438170040848384,malbec_lady
782018153207431168,CoolestCarib
368819157,DMaigatter
969023535325818880,kavn
988761737926193152,evyannos
1032662029914394625,andgrateful
4896293325,EkbergLaurie
1140822647548198912,myself_oh_again
380727130,truthseeker6761
1297068092,xomechocolate
1266834866135601153,LehtonenMarkus
711291085184696321,hollywoodbld1
42123238,racer_sim
1125264505,magemagic
1379350956815491074,paulfarristx
263456005,anisaz9_basit
790053017773076480,JS49
3348858118,BaduinQ
941614236891013120,Lipstick_Pundit
1366100550941564928,JuliaMaloney14
3316350460,juanisacevedo
1327071518879346688,TheRedFisher1
2822879594,Johnrighttruth1
243346931,lee_stuffed
1312497659903574017,dresdenrain
1293958086076571649,BluseyB
1279042390825807873,ANARCHISTINFOR1
1106032800959029248,JVAE63
384702237,joselemes12
94993281,LifeAncestral
2167063405,mstoroc
24606358,Inanna432
912901373242601473,Kewlgurl4Young
1343021207965327362,ianMacleod14
35419500,mkmg76
1357155557443067906,PatriotChick20
157873541,ProlongingCovid
1100586841168703488,johnjohnword1
547103204,sheridan_linda
2865005278,ardillanapoles
1245100619590963206,Flight2Faith549
713967763,lareed2012
2402394152,LanceEd05305969
303246692,Disinfector
45130278,ChamberDisciple
3308781515,JFulleman
1169438480,katemike0310
357457815,mydarkmaterials
709896687318339584,KarineSimonart
1157818932205461504,ElHombreRie
1186906638,CynicalMsm
809756104506773504,PandyPatriotUSA
1189164064754323456,GirlofSC
1022759353,TrichDee
866854704,PooPoodles
3089824606,IResearch10
254446360,Spawater50
3845061496,GeneticLunacy
119229713,ardahatipoglu5
817504079471661057,realgrace31
77159384,Sweeeetwater
552823674,ckkaufmannsvcs
342918835,Ryszardrjk
1151661251598139398,theoceanlawyers
2555681798,SpiritServicesL
303517434,LewisHomeopathy
289476175,jaysrule22
792456548618412032,vette_jim
866440349060747266,SinisaCatic
26604618,oscar226622
1337083147863920641,SusieRrealFF
472056036,alejandroffgt
1231554818264698880,ChildrensHD
498137475,samlittlebear
326064129,reka26763534
1058808528,KaiLightBringer
903725495258251264,gracevicente13
2925571294,DeanieCook
332413924,mamashov3
2984980253,Prana4Love
1219967840,20freetobe20
282672482,sarah69_sarah
999886501,Kreutzjr1
15884210,ArcticTidalSurg
14174731,wtp1787
14809242,vulcan_kopis
1225773357272092672,KajolKhatri8
1268060393785589760,ddavidsmeier
1037749060462104576,vikingmom7
625448748,OmShanti1504
894213115,FilipeRib007
1215399757411241986,Ceylin52219293
1194989541008052226,kokun20torami1
102816266,SahilSo30354619
402810340,Kikuyukuyu
1245822180773986305,guidedheart
377891308,stacysw73302718
1268889675525009409,malkabethwendy
1259962309813960706,HartneTrace
76596783,ChrisNeOublie
1248268321251876866,JJ93622848
1259224727408857089,MaChenSou
2389133500,ianjoley
1167770374894997506,ddavisonnc
256057148,dag825
418472499,4genlauf
1250428849113853957,TinaEllmann
2567908050,putzie63
2204067013,eugenelisica1
1272406592521154562,pmcall
28820025,pauly_hill
3180705992,r_kelada
27169358,HelenLilik
550705257,SweetSajar
376750482,fanee369
464355910,Bandit7998
20710408,LadyLynchmere
1267451531323826176,joyfullilmama
917614802888933376,Sarestar777
2263404001,DianeBloves702
14476344,p_jayadeep
1235935968013611008,41HVeuYvedUvn5h
223664109,NJRedJax
1323986322357428224,Maatoukalaa10
2722443885,snipercop21
1341487532,bbgceli
1248994189582512128,VibrancyRising9
1236342475100499969,LisaK37103657
187819242,joost2105
885701209,Patriotpeter2
1245704756644974595,Martina00076011
276352270,GThemistocleous
246930965,Colchester1891
226980125,heyjt55
1075938083026161674,JeanneUitto
775371293101174784,xelf_destruct
1287225156,AndrewKaiko
113882262,BossEmpireNG
1916899544,samarajoyreid
1205865100919398411,Kenneth97262134
288056375,strigiformesOvO
631532812,frankOkwuolisa
512020172,muniro98
982946080022302721,KBaxter99
2982417167,sturat362
1853070360,vicinus_ken
2749640058,iRPM777
105997152,Sridhar67
768118545792245760,JanBoer19
455429384,space_ranger_99
735305237884456964,emac7363
743310559785811968,DanghostFee
1451337119948066824,rsusanne1
3341405181,BomboraMM
4141979961,mithusann
1025143716,etventadv
3135795282,Nathani3l_Smith
1938951823,LibertyLover61
1332383954297626624,ChrissyAlesch
1240038936493293569,MichalakDenis
274827605,yusaarig
1310543427503828992,Nyawed_
904192565959950336,FischerHelli
22689799,rogerkinkaid
138592545,heartjc
731940533405372417,RedBroward
3480251534,NikonianChick
9296352,CyclicalMoon
501259563,brouhaha
1184255596805132289,loredanathoenig
1266593544002842626,Freedom_Lover20
253318821,ufukynz
733291284,HoustonNative45
1328095651348025346,goona882
1321492843,dalop88
756033535,roedell_pewter3
533360549,Esteban00966170
475239741,63oak
99300778,cf7305
795325631730855936,RandallRossow
2384961805,williamslauram
1351340131454738432,mireillemido
1030138139933851648,nordski68
230839845,SmashCarm
863135287,jaytikos4th
626950096,mudpuppy7018
48038499,__strive4more__
1015856564534677504,rmasete95
806002454781423617,jay_mcquown
39836805,dis_is_Pat
3160171112,jeanthebean2
724440982662557696,IAM75136956
4871961853,RandomMnky
1867994275,SJ4BECKS
1251920394438742016,TishGreyUSA
1255112790219644932,jeffreyseanbry1
